doc_id,Sentiment,topic_label,entity,entity_type,score
1,Negative,Kebijakan & Prioritas Program,jakarta,GPE,0.8587
1,Negative,Kebijakan & Prioritas Program,pram,ORG,0.623
1,Negative,Kebijakan & Prioritas Program,anu,ORG,0.6005
1,Negative,Kebijakan & Prioritas Program,wibowo,ORG,0.3169
1,Negative,Kebijakan & Prioritas Program,beasiswa,PRD,0.4318
1,Negative,Kebijakan & Prioritas Program,lpdp,ORG,0.5849
1,Negative,Kebijakan & Prioritas Program,pemerintah,NOR,0.9043
1,Negative,Kebijakan & Prioritas Program,pem,NOR,0.5571
1,Negative,Kebijakan & Prioritas Program,##prov,ORG,0.4477
1,Negative,Kebijakan & Prioritas Program,dki,GPE,0.6884
1,Negative,Kebijakan & Prioritas Program,jakarta,GPE,0.7475
1,Negative,Kebijakan & Prioritas Program,202,CRD,0.2626
1,Negative,Kebijakan & Prioritas Program,##7,ORG,0.3559
1,Negative,Kebijakan & Prioritas Program,satu,CRD,0.8118
1,Negative,Kebijakan & Prioritas Program,lpdp,ORG,0.5824
1,Negative,Kebijakan & Prioritas Program,jakarta,GPE,0.7205
1,Negative,Kebijakan & Prioritas Program,pram,ORG,0.5525
1,Negative,Kebijakan & Prioritas Program,##mi,ORG,0.6407
1,Negative,Kebijakan & Prioritas Program,dki,GPE,0.7142
1,Negative,Kebijakan & Prioritas Program,jakarta,GPE,0.456
1,Negative,Kebijakan & Prioritas Program,kepala,NOR,0.5749
1,Negative,Kebijakan & Prioritas Program,sekolah,ORG,0.4543
1,Negative,Kebijakan & Prioritas Program,kantor,ORG,0.4074
1,Negative,Kebijakan & Prioritas Program,dki,ORG,0.5472
1,Negative,Kebijakan & Prioritas Program,jakarta,GPE,0.9754
1,Negative,Kebijakan & Prioritas Program,kamis,ORG,0.4784
1,Negative,Kebijakan & Prioritas Program,26,CRD,0.6308
1,Negative,Kebijakan & Prioritas Program,2,CRD,0.658
1,Negative,Kebijakan & Prioritas Program,pram,ORG,0.2779
1,Negative,Kebijakan & Prioritas Program,lpdp,ORG,0.5847
1,Negative,Kebijakan & Prioritas Program,jakarta,GPE,0.9238
1,Negative,Kebijakan & Prioritas Program,beasiswa,PRD,0.4726
1,Negative,Kebijakan & Prioritas Program,tiga,CRD,0.758
1,Negative,Kebijakan & Prioritas Program,hari,ORG,0.6683
1,Negative,Kebijakan & Prioritas Program,nana,PER,0.8068
1,Negative,Kebijakan & Prioritas Program,kepala,NOR,0.4613
1,Negative,Kebijakan & Prioritas Program,dki,ORG,0.5024
1,Negative,Kebijakan & Prioritas Program,jakarta,GPE,0.9226
1,Negative,Kebijakan & Prioritas Program,direktur,ORG,0.4865
1,Negative,Kebijakan & Prioritas Program,lpdp,ORG,0.6084
1,Negative,Kebijakan & Prioritas Program,pak,NOR,0.4593
1,Negative,Kebijakan & Prioritas Program,dwi,ORG,0.6693
1,Negative,Kebijakan & Prioritas Program,lar,ORG,0.433
1,Negative,Kebijakan & Prioritas Program,pram,ORG,0.4507
2,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.6153
2,Negative,Kewajiban & Sanksi Penerima,kementerian keuangan,NOR,0.9631
2,Negative,Kewajiban & Sanksi Penerima,pemerintah,NOR,0.9743
2,Negative,Kewajiban & Sanksi Penerima,lp,ORG,0.3653
2,Negative,Kewajiban & Sanksi Penerima,##dp,PRD,0.4554
2,Negative,Kewajiban & Sanksi Penerima,anggaran pendapatan dan belanja negara,LAW,0.9616
2,Negative,Kewajiban & Sanksi Penerima,apbn,LAW,0.9615
2,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.3345
2,Negative,Kewajiban & Sanksi Penerima,menteri keuangan,NOR,0.9275
2,Negative,Kewajiban & Sanksi Penerima,purbaya yudhi sadewa,PER,0.9204
2,Negative,Kewajiban & Sanksi Penerima,lpdp,NOR,0.3998
2,Negative,Kewajiban & Sanksi Penerima,pemerintah,NOR,0.9641
2,Negative,Kewajiban & Sanksi Penerima,rupiah,MON,0.6599
2,Negative,Kewajiban & Sanksi Penerima,masa,PER,0.874
2,Negative,Kewajiban & Sanksi Penerima,indonesia,ORG,0.3687
2,Negative,Kewajiban & Sanksi Penerima,selengkapnya,PER,0.681
2,Negative,Kewajiban & Sanksi Penerima,roy,PER,0.8515
2,Negative,Kewajiban & Sanksi Penerima,rosa,PER,0.9816
2,Negative,Kewajiban & Sanksi Penerima,bach,PER,0.5106
2,Negative,Kewajiban & Sanksi Penerima,puteri,PER,0.9429
2,Negative,Kewajiban & Sanksi Penerima,han,PER,0.9723
2,Negative,Kewajiban & Sanksi Penerima,keysha,PER,0.708
2,Negative,Kewajiban & Sanksi Penerima,anissa,PER,0.7186
2,Negative,Kewajiban & Sanksi Penerima,reza,PER,0.9929
2,Negative,Kewajiban & Sanksi Penerima,hard,PER,0.8712
2,Negative,Kewajiban & Sanksi Penerima,##yah,PER,0.7111
2,Negative,Kewajiban & Sanksi Penerima,den,PER,0.5286
2,Negative,Kewajiban & Sanksi Penerima,asmara,PER,0.924
2,Negative,Kewajiban & Sanksi Penerima,farah,PER,0.9878
2,Negative,Kewajiban & Sanksi Penerima,khadi,PER,0.5937
8,Negative,,lpdp,ORG,0.7252
8,Negative,,purbaya,PER,0.9069
8,Negative,,pajak rakyat jakarta,ORG,0.6245
8,Negative,,antara,ORG,0.8332
8,Negative,,menteri keuangan,NOR,0.9672
8,Negative,,menkeu,NOR,0.9338
8,Negative,,purbaya,PER,0.9566
8,Negative,,yudhi sadewa,PER,0.8612
8,Negative,,lembaga pengelola dana pendidikan,ORG,0.8484
8,Negative,,lpdp,ORG,0.7767
8,Negative,,pajak,NOR,0.3457
8,Negative,,rakyat,ORG,0.2879
8,Negative,,purba,PER,0.991
8,Negative,,lpdp,ORG,0.6988
8,Negative,,ds,PER,0.9907
8,Negative,,ds,PER,0.995
8,Negative,,paspor indonesia,PRD,0.3967
8,Negative,,indonesia,GPE,0.958
8,Negative,,pajak,ORG,0.3494
8,Negative,,gi,ORG,0.4245
8,Negative,,purba,PER,0.9658
8,Negative,,apbn,ORG,0.498
8,Negative,,edisi,ORG,0.4742
8,Negative,,februari,ORG,0.5184
8,Negative,,##6,ORG,0.1936
8,Negative,,jakarta,GPE,0.6201
8,Negative,,senin,ORG,0.584
8,Negative,,men,NOR,0.5089
8,Negative,,##u,ORG,0.3846
8,Negative,,pemerintah,NOR,0.8362
8,Negative,,lpdp,ORG,0.6918
8,Negative,,ses,ORG,0.515
8,Negative,,lpdp,ORG,0.6007
8,Negative,,lpdp,ORG,0.6882
8,Negative,,direktur,ORG,0.6044
8,Negative,,lpdp,ORG,0.6732
8,Negative,,suami,ORG,0.6424
8,Negative,,ds,PER,0.586
8,Negative,,ap,ORG,0.4022
8,Negative,,pak,ORG,0.6133
8,Negative,,dir,ORG,0.4529
8,Negative,,lpdp,ORG,0.542
8,Negative,,suami,ORG,0.5
8,Negative,,ds,PER,0.9381
8,Negative,,ap,PER,0.6321
8,Negative,,setuju,ORG,0.4056
8,Negative,,lpdp,ORG,0.6308
8,Negative,,lpdp,ORG,0.6805
8,Negative,,purba,PER,0.9802
8,Negative,,penca,ORG,0.4924
8,Negative,,pemerintah,NOR,0.8581
8,Negative,,bayu,PER,0.857
8,Negative,,saputra,PER,0.9524
8,Negative,,vir,PER,0.9355
8,Negative,,p,ORG,0.5168
8,Negative,,set,ORG,0.3174
8,Negative,,##rin,ORG,0.6122
8,Negative,,202,PER,0.4068
8,Negative,,##6,ORG,0.3334
8,Negative,,ai,PER,0.5126
8,Negative,,antara,ORG,0.4469
9,Negative,Kewajiban & Sanksi Penerima,dpr,NOR,0.9831
9,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.4725
9,Negative,Kewajiban & Sanksi Penerima,komitmen kebangsaan,ORG,0.3264
9,Negative,Kewajiban & Sanksi Penerima,pengabdian,LAW,0.2222
9,Negative,Kewajiban & Sanksi Penerima,jakarta,PRD,0.2934
9,Negative,Kewajiban & Sanksi Penerima,antara,ORG,0.535
9,Negative,Kewajiban & Sanksi Penerima,anggota komisi x dpr ri,NOR,0.8536
9,Negative,Kewajiban & Sanksi Penerima,andi muawiyah ramly,PER,0.9853
9,Negative,Kewajiban & Sanksi Penerima,lembaga pengelola dana pendidikan,ORG,0.6158
9,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.7037
9,Negative,Kewajiban & Sanksi Penerima,lp,NOR,0.5498
9,Negative,Kewajiban & Sanksi Penerima,##dp,ORG,0.5956
9,Negative,Kewajiban & Sanksi Penerima,am,PER,0.8305
9,Negative,Kewajiban & Sanksi Penerima,##ure,ORG,0.3753
9,Negative,Kewajiban & Sanksi Penerima,jakarta,GPE,0.9969
9,Negative,Kewajiban & Sanksi Penerima,senin,DAT,0.9489
9,Negative,Kewajiban & Sanksi Penerima,ds,PER,0.9901
9,Negative,Kewajiban & Sanksi Penerima,inggris,GPE,0.9513
9,Negative,Kewajiban & Sanksi Penerima,am,ORG,0.4965
9,Negative,Kewajiban & Sanksi Penerima,pemerintah,NOR,0.7617
9,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.5281
9,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.6121
9,Negative,Kewajiban & Sanksi Penerima,apbn,ORG,0.3892
9,Negative,Kewajiban & Sanksi Penerima,sekjen,NOR,0.6162
9,Negative,Kewajiban & Sanksi Penerima,golkar,NOR,0.6163
9,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.5224
9,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.5971
9,Negative,Kewajiban & Sanksi Penerima,indonesia,ORG,0.437
9,Negative,Kewajiban & Sanksi Penerima,am,ORG,0.5545
9,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.5837
9,Negative,Kewajiban & Sanksi Penerima,am,ORG,0.5959
9,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.6081
9,Negative,Kewajiban & Sanksi Penerima,indonesia,ORG,0.485
9,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.578
9,Negative,Kewajiban & Sanksi Penerima,dpr,NOR,0.916
9,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.6125
9,Negative,Kewajiban & Sanksi Penerima,lp,ORG,0.6474
9,Negative,Kewajiban & Sanksi Penerima,##dp,PRD,0.3385
9,Negative,Kewajiban & Sanksi Penerima,dki,ORG,0.211
9,Negative,Kewajiban & Sanksi Penerima,tri,ORG,0.483
9,Negative,Kewajiban & Sanksi Penerima,mei,PER,0.4847
9,Negative,Kewajiban & Sanksi Penerima,am,ORG,0.3439
9,Negative,Kewajiban & Sanksi Penerima,riza,PER,0.9663
9,Negative,Kewajiban & Sanksi Penerima,mulyadi,PER,0.9169
9,Negative,Kewajiban & Sanksi Penerima,ai,PER,0.5571
10,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.4221
10,Negative,Kewajiban & Sanksi Penerima,dpr,NOR,0.9855
10,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.3295
10,Negative,Kewajiban & Sanksi Penerima,pemerintah,NOR,0.9726
10,Negative,Kewajiban & Sanksi Penerima,lpdp,NOR,0.3986
10,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.639
10,Negative,Kewajiban & Sanksi Penerima,jakarta,GPE,0.9025
10,Negative,Kewajiban & Sanksi Penerima,antara,ORG,0.5002
10,Negative,Kewajiban & Sanksi Penerima,komisi x dpr ri,NOR,0.9401
10,Negative,Kewajiban & Sanksi Penerima,habib syarief,PER,0.9811
10,Negative,Kewajiban & Sanksi Penerima,pemerintah,NOR,0.9207
10,Negative,Kewajiban & Sanksi Penerima,lembaga pengelola dana pendidikan,ORG,0.7527
10,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.5896
10,Negative,Kewajiban & Sanksi Penerima,habib,PER,0.9943
10,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.5071
10,Negative,Kewajiban & Sanksi Penerima,ds,PER,0.9884
10,Negative,Kewajiban & Sanksi Penerima,lpdp,NOR,0.4834
10,Negative,Kewajiban & Sanksi Penerima,ds,PER,0.9862
10,Negative,Kewajiban & Sanksi Penerima,pemerintah,NOR,0.9765
10,Negative,Kewajiban & Sanksi Penerima,lp,NOR,0.3071
10,Negative,Kewajiban & Sanksi Penerima,##dp,ORG,0.3966
10,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.5098
10,Negative,Kewajiban & Sanksi Penerima,habib,PER,0.823
10,Negative,Kewajiban & Sanksi Penerima,jakarta,GPE,0.6282
10,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.5558
10,Negative,Kewajiban & Sanksi Penerima,beasiswa,PRD,0.56
10,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.5434
10,Negative,Kewajiban & Sanksi Penerima,habib,PER,0.7878
10,Negative,Kewajiban & Sanksi Penerima,rupiah,PRD,0.2616
10,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.5366
10,Negative,Kewajiban & Sanksi Penerima,pemerintah,NOR,0.8707
10,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.5211
10,Negative,Kewajiban & Sanksi Penerima,jawa,ORG,0.5811
10,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.5682
10,Negative,Kewajiban & Sanksi Penerima,bangsa,ORG,0.4606
10,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.5551
10,Negative,Kewajiban & Sanksi Penerima,5,CRD,0.4074
10,Negative,Kewajiban & Sanksi Penerima,habib,PER,0.7971
10,Negative,Kewajiban & Sanksi Penerima,pemerintah,NOR,0.8118
10,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.5432
10,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.505
10,Negative,Kewajiban & Sanksi Penerima,indonesia,ORG,0.3057
10,Negative,Kewajiban & Sanksi Penerima,habib,PER,0.4366
10,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.5694
10,Negative,Kewajiban & Sanksi Penerima,mei,ORG,0.33
10,Negative,Kewajiban & Sanksi Penerima,am,ORG,0.6311
10,Negative,Kewajiban & Sanksi Penerima,ris,NOR,0.3125
11,Positive,Kebijakan & Prioritas Program,dbh,ORG,0.5392
11,Positive,Kebijakan & Prioritas Program,pramono,PER,0.9585
11,Positive,Kebijakan & Prioritas Program,lpdp khusus dki,ORG,0.6729
11,Positive,Kebijakan & Prioritas Program,jakarta,GPE,0.9948
11,Positive,Kebijakan & Prioritas Program,antara,ORG,0.7908
11,Positive,Kebijakan & Prioritas Program,gubernur dki jakarta,NOR,0.9733
11,Positive,Kebijakan & Prioritas Program,pramono anung wibowo,PER,0.9839
11,Positive,Kebijakan & Prioritas Program,lembaga,ORG,0.3979
11,Positive,Kebijakan & Prioritas Program,dana pendidikan,ORG,0.8211
11,Positive,Kebijakan & Prioritas Program,lpdp ) khusus,ORG,0.5514
11,Positive,Kebijakan & Prioritas Program,jakarta,GPE,0.7311
11,Positive,Kebijakan & Prioritas Program,##h,PRD,0.4373
11,Positive,Kebijakan & Prioritas Program,pemerintah pusat,NOR,0.9128
11,Positive,Kebijakan & Prioritas Program,lpdp jakarta,ORG,0.6081
11,Positive,Kebijakan & Prioritas Program,db,PRD,0.3879
11,Positive,Kebijakan & Prioritas Program,rp15 triliun,MON,0.9951
11,Positive,Kebijakan & Prioritas Program,pramono,PER,0.9623
11,Positive,Kebijakan & Prioritas Program,balai,NOR,0.4271
11,Positive,Kebijakan & Prioritas Program,kota,ORG,0.5787
11,Positive,Kebijakan & Prioritas Program,kamis,DAT,0.9407
11,Positive,Kebijakan & Prioritas Program,pramono,PER,0.9666
11,Positive,Kebijakan & Prioritas Program,jakarta,GPE,0.9863
11,Positive,Kebijakan & Prioritas Program,lpdp,ORG,0.6886
11,Positive,Kebijakan & Prioritas Program,pemerintah,NOR,0.8998
11,Positive,Kebijakan & Prioritas Program,dki,GPE,0.8309
11,Positive,Kebijakan & Prioritas Program,jakarta,GPE,0.9824
11,Positive,Kebijakan & Prioritas Program,pram,PER,0.9909
11,Positive,Kebijakan & Prioritas Program,##ono,PER,0.3588
11,Positive,Kebijakan & Prioritas Program,jakarta,GPE,0.9841
11,Positive,Kebijakan & Prioritas Program,db,PER,0.8686
11,Positive,Kebijakan & Prioritas Program,rp,ORG,0.2756
11,Positive,Kebijakan & Prioritas Program,triliun,PRD,0.208
11,Positive,Kebijakan & Prioritas Program,pram,PER,0.973
11,Positive,Kebijakan & Prioritas Program,pram,PER,0.8602
11,Positive,Kebijakan & Prioritas Program,##ono,PER,0.5576
11,Positive,Kebijakan & Prioritas Program,202,PER,0.2976
11,Positive,Kebijakan & Prioritas Program,100,CRD,0.28
11,Positive,Kebijakan & Prioritas Program,jakarta,GPE,0.9886
11,Positive,Kebijakan & Prioritas Program,pram,PER,0.9928
11,Positive,Kebijakan & Prioritas Program,##ono,PER,0.4613
11,Positive,Kebijakan & Prioritas Program,jakarta,GPE,0.9848
11,Positive,Kebijakan & Prioritas Program,pemerintah,NOR,0.8685
11,Positive,Kebijakan & Prioritas Program,provinsi,ORG,0.3934
11,Positive,Kebijakan & Prioritas Program,pem,ORG,0.369
11,Positive,Kebijakan & Prioritas Program,##prov,ORG,0.1873
11,Positive,Kebijakan & Prioritas Program,dki,GPE,0.9101
11,Positive,Kebijakan & Prioritas Program,jakarta,GPE,0.9783
11,Positive,Kebijakan & Prioritas Program,jakarta,GPE,0.983
11,Positive,Kebijakan & Prioritas Program,ketidak,PER,0.5099
11,Positive,Kebijakan & Prioritas Program,##ber,ORG,0.32
11,Positive,Kebijakan & Prioritas Program,db,PER,0.3488
11,Positive,Kebijakan & Prioritas Program,rp,PRD,0.222
11,Positive,Kebijakan & Prioritas Program,triliun,PRD,0.1979
11,Positive,Kebijakan & Prioritas Program,dki,GPE,0.9311
11,Positive,Kebijakan & Prioritas Program,dprd,NOR,0.6223
11,Positive,Kebijakan & Prioritas Program,dki,GPE,0.8639
11,Positive,Kebijakan & Prioritas Program,jakarta,GPE,0.983
11,Positive,Kebijakan & Prioritas Program,apbd,ORG,0.3373
11,Positive,Kebijakan & Prioritas Program,202,CRD,0.2577
11,Positive,Kebijakan & Prioritas Program,rp,PRD,0.2409
11,Positive,Kebijakan & Prioritas Program,##81,ORG,0.7546
11,Positive,Kebijakan & Prioritas Program,3,CRD,0.5244
11,Positive,Kebijakan & Prioritas Program,triliun,PRD,0.2036
11,Positive,Kebijakan & Prioritas Program,putri,PER,0.5486
11,Positive,Kebijakan & Prioritas Program,sri,PER,0.9867
11,Positive,Kebijakan & Prioritas Program,mur,PER,0.9111
11,Positive,Kebijakan & Prioritas Program,##yono,PER,0.5829
11,Positive,Kebijakan & Prioritas Program,202,CRD,0.1596
11,Positive,Kebijakan & Prioritas Program,##6,ORG,0.2604
11,Positive,Kebijakan & Prioritas Program,##de,ORG,0.4094
11,Positive,Kebijakan & Prioritas Program,ai,PER,0.8704
11,Positive,Kebijakan & Prioritas Program,kantor,ORG,0.4777
11,Positive,Kebijakan & Prioritas Program,antara,ORG,0.7505
12,Positive,Kontroversi Penerima Beasiswa,mendik,NOR,0.5915
12,Positive,Kontroversi Penerima Beasiswa,##ti,ORG,0.595
12,Positive,Kontroversi Penerima Beasiswa,pemerintah,NOR,0.9423
12,Positive,Kontroversi Penerima Beasiswa,5. 750,CRD,0.742
12,Positive,Kontroversi Penerima Beasiswa,beasiswa,PRD,0.2957
12,Positive,Kontroversi Penerima Beasiswa,lp,ORG,0.2902
